month,hour,USD_per_MWh
1.0,0.0,27.582319185059426
1.0,1.0,26.25551144312394
1.0,2.0,25.336345534804757
1.0,3.0,25.15407415959253
1.0,4.0,25.468393752122243
1.0,5.0,27.391944312393885
1.0,6.0,31.389974465195245
1.0,7.0,38.41401466893039
1.0,8.0,38.52910696095076
1.0,9.0,37.36621908319185
1.0,10.0,36.09522105263157
1.0,11.0,34.92431198641766
1.0,12.0,33.420931205432936
1.0,13.0,32.302354227504246
1.0,14.0,31.051036196943972
1.0,15.0,30.506216366723258
1.0,16.0,32.686613106960955
1.0,17.0,39.088335348047536
1.0,18.0,40.98096325976231
1.0,19.0,37.3577430220713
1.0,20.0,35.03166084889644
1.0,21.0,32.56624067911715
1.0,22.0,29.980355314091682
1.0,23.0,28.574038709677417
2.0,0.0,19.934701353383456
2.0,1.0,18.96298721804511
2.0,2.0,18.699686616541353
2.0,3.0,18.78243263157895
2.0,4.0,19.46907428571429
2.0,5.0,21.617252330827064
2.0,6.0,26.133712030075184
2.0,7.0,31.036919248120302
2.0,8.0,29.76324827067669
2.0,9.0,28.20577278195489
2.0,10.0,27.16337879699248
2.0,11.0,25.728374887218045
2.0,12.0,24.392161052631582
2.0,13.0,23.268186165413535
2.0,14.0,22.41129127819549
2.0,15.0,21.761758045112774
2.0,16.0,22.88494796992481
2.0,17.0,25.96648646616541
2.0,18.0,29.02738721804511
2.0,19.0,27.73893353383458
2.0,20.0,25.79115578947368
2.0,21.0,23.963563308270675
2.0,22.0,21.819638045112786
2.0,23.0,20.504963458646614
3.0,0.0,20.861431705533438
3.0,1.0,20.04749302564936
3.0,2.0,19.770381612090674
3.0,3.0,19.99010373500176
3.0,4.0,21.251410443920804
3.0,5.0,24.742346631998053
3.0,6.0,29.918979307169366
3.0,7.0,31.3036093280247
3.0,8.0,29.556862490181743
3.0,9.0,28.96068809078844
3.0,10.0,27.84759161452831
3.0,11.0,26.385773678936104
3.0,12.0,25.57843205763657
3.0,13.0,24.816438883020503
3.0,14.0,23.916768641152736
3.0,15.0,23.660011646488446
3.0,16.0,24.55423729043092
3.0,17.0,26.54882641315241
3.0,18.0,28.915455296443753
3.0,19.0,30.820509330733184
3.0,20.0,28.02382722569812
3.0,21.0,24.693611223964684
3.0,22.0,22.575470328539318
3.0,23.0,21.4361020828255
4.0,0.0,16.513514633895348
4.0,1.0,15.423960887794328
4.0,2.0,15.250602322666051
4.0,3.0,15.55827000008576
4.0,4.0,17.452441752091477
4.0,5.0,21.3676553452971
4.0,6.0,25.662435694199846
4.0,7.0,25.317207120176317
4.0,8.0,25.331315684719893
4.0,9.0,25.236387338261974
4.0,10.0,24.28038649746201
4.0,11.0,23.491946105384937
4.0,12.0,22.885957015514844
4.0,13.0,22.83691032948288
4.0,14.0,22.507255844085975
4.0,15.0,23.372865498901934
4.0,16.0,24.71968892779099
4.0,17.0,26.41098236775819
4.0,18.0,28.765229891939462
4.0,19.0,31.50006415650652
4.0,20.0,28.113324694961513
4.0,21.0,22.716356331180865
4.0,22.0,20.097865829842668
4.0,23.0,18.167741559841797
5.0,0.0,16.557982178164185
5.0,1.0,14.848787681807101
5.0,2.0,14.31004171067956
5.0,3.0,14.459414289970477
5.0,4.0,16.93229395195146
5.0,5.0,20.393576690772186
5.0,6.0,22.864962216624683
5.0,7.0,24.42163822756697
5.0,8.0,26.74179762194957
5.0,9.0,27.237069147639563
5.0,10.0,27.726046152596084
5.0,11.0,28.333944096855447
5.0,12.0,29.428117873297037
5.0,13.0,30.90477831044663
5.0,14.0,32.103765472224474
5.0,15.0,34.866743045963005
5.0,16.0,37.727847837274176
5.0,17.0,38.22252051677907
5.0,18.0,36.159505972210944
5.0,19.0,33.84920681996695
5.0,20.0,31.203964952195225
5.0,21.0,25.775474662116405
5.0,22.0,21.776983965764746
5.0,23.0,19.379654803499367
6.0,0.0,18.824561527777778
6.0,1.0,16.66315777777778
6.0,2.0,15.53266291666667
6.0,3.0,15.152568888888887
6.0,4.0,16.229308194444446
6.0,5.0,18.252313333333333
6.0,6.0,19.77906791666667
6.0,7.0,22.091604583333332
6.0,8.0,25.04529847222222
6.0,9.0,27.481271666666668
6.0,10.0,29.6412075
6.0,11.0,32.18545472222222
6.0,12.0,35.32634125
6.0,13.0,38.70780597222222
6.0,14.0,42.15878708333333
6.0,15.0,47.009835833333334
6.0,16.0,50.23327833333333
6.0,17.0,48.683180694444445
6.0,18.0,43.58573166666667
6.0,19.0,38.777478333333335
6.0,20.0,34.623795
6.0,21.0,28.846073472222223
6.0,22.0,24.344248055555553
6.0,23.0,21.61942347222222
7.0,0.0,22.52038185483871
7.0,1.0,20.35113319892473
7.0,2.0,19.16644704301075
7.0,3.0,18.488805241935484
7.0,4.0,19.00064516129032
7.0,5.0,20.439503897849463
7.0,6.0,21.54697849462366
7.0,7.0,23.68817284946237
7.0,8.0,27.903085752688174
7.0,9.0,31.67143588709677
7.0,10.0,34.577706586021506
7.0,11.0,38.90096491935485
7.0,12.0,42.70506276881721
7.0,13.0,46.46885779569892
7.0,14.0,49.44851881720431
7.0,15.0,55.61044166666667
7.0,16.0,60.858783333333335
7.0,17.0,59.09007997311828
7.0,18.0,53.25484758064517
7.0,19.0,46.24933198924731
7.0,20.0,40.91808897849463
7.0,21.0,33.16897419354838
7.0,22.0,27.710496102150536
7.0,23.0,24.582171102150546
8.0,0.0,22.335391397849463
8.0,1.0,20.16568830645161
8.0,2.0,19.157271370967745
8.0,3.0,18.629971908602148
8.0,4.0,19.40944731182796
8.0,5.0,21.376934677419353
8.0,6.0,22.31304798387097
8.0,7.0,23.631764381720433
8.0,8.0,26.55241115591398
8.0,9.0,30.02200161290322
8.0,10.0,32.64767701612904
8.0,11.0,35.85730362903225
8.0,12.0,40.21158454301076
8.0,13.0,44.344763978494626
8.0,14.0,48.09292620967743
8.0,15.0,55.43192258064516
8.0,16.0,60.716778629032255
8.0,17.0,57.22536787634409
8.0,18.0,51.55521572580645
8.0,19.0,43.88473373655915
8.0,20.0,38.271154166666676
8.0,21.0,31.299611021505374
8.0,22.0,26.836874462365586
8.0,23.0,24.266283467741932
9.0,0.0,20.08512829038515
9.0,1.0,18.393445552784705
9.0,2.0,17.817996397894152
9.0,3.0,17.747748683845938
9.0,4.0,19.181668329177057
9.0,5.0,22.672981989470767
9.0,6.0,24.27161762261015
9.0,7.0,24.302284981989473
9.0,8.0,25.56518633970629
9.0,9.0,28.12095372679413
9.0,10.0,29.420665281241337
9.0,11.0,31.11045511221945
9.0,12.0,33.388505403158774
9.0,13.0,36.02888487115545
9.0,14.0,37.647839429204765
9.0,15.0,40.821261014131345
9.0,16.0,44.35793294541425
9.0,17.0,42.96746605707952
9.0,18.0,41.58026073704628
9.0,19.0,36.10682405098365
9.0,20.0,30.40920171792741
9.0,21.0,25.9697919091161
9.0,22.0,23.72901468550845
9.0,23.0,22.101292324743703
10.0,0.0,20.764839245971096
10.0,1.0,19.777259539323737
10.0,2.0,19.189360067573002
10.0,3.0,19.373278497305126
10.0,4.0,21.489046335773462
10.0,5.0,27.284446947148258
10.0,6.0,32.67487490950045
10.0,7.0,33.01206486471992
10.0,8.0,30.681291797388248
10.0,9.0,32.15140870940927
10.0,10.0,31.435862628375297
10.0,11.0,31.002284208832755
10.0,12.0,30.320431314187648
10.0,13.0,31.352985949105726
10.0,14.0,31.828434290617537
10.0,15.0,34.07967741935483
10.0,16.0,38.13249819000885
10.0,17.0,43.950395516584884
10.0,18.0,46.63710709784678
10.0,19.0,36.329791113613815
10.0,20.0,30.666010645429434
10.0,21.0,27.212854691228916
10.0,22.0,24.51770439492666
10.0,23.0,22.46146502024509
11.0,0.0,23.43468259905791
11.0,1.0,22.177335970418778
11.0,2.0,21.79595123302854
11.0,3.0,21.97745677472984
11.0,4.0,22.941715156553062
11.0,5.0,26.206105707952347
11.0,6.0,32.69813133832086
11.0,7.0,37.63309711831532
11.0,8.0,34.02076350789692
11.0,9.0,32.01085300637296
11.0,10.0,31.560551953449707
11.0,11.0,29.996891936824603
11.0,12.0,28.377729149348852
11.0,13.0,26.873230119146577
11.0,14.0,26.446004987531175
11.0,15.0,26.664290662233306
11.0,16.0,30.968787614297586
11.0,17.0,37.84973649210308
11.0,18.0,37.637600304793565
11.0,19.0,32.7449821280133
11.0,20.0,29.90400207813799
11.0,21.0,27.65107481296758
11.0,22.0,26.235274037129397
11.0,23.0,24.67777556109725
12.0,0.0,21.949749311810145
12.0,1.0,20.53518080017104
12.0,2.0,19.990870192693155
12.0,3.0,19.66445332335569
12.0,4.0,20.102951599540315
12.0,5.0,21.387711601678383
12.0,6.0,25.621073843440154
12.0,7.0,32.36738715022584
12.0,8.0,30.02140364005666
12.0,9.0,27.42613117032365
12.0,10.0,27.323239035732424
12.0,11.0,26.618401127829593
12.0,12.0,25.48568885800572
12.0,13.0,24.4411097896678
12.0,14.0,23.897303231151614
12.0,15.0,23.982265414116583
12.0,16.0,27.63170951706444
12.0,17.0,32.97857711735307
12.0,18.0,31.481613972258593
12.0,19.0,28.78688871368629
12.0,20.0,27.083332175214476
12.0,21.0,25.69815966004758
12.0,22.0,23.987967234144904
12.0,23.0,22.74364820803378
