year,month,hour,isorto,co2_eq_kg_per_MWh
2023,9,1,PJM,618.4604355
2023,9,1,SPP,645.2558644
2023,9,2,CAISO,484.583634
2023,9,2,ERCOT,515.6809232
2023,9,2,ISONE,454.8925353
2023,9,2,MISO,684.0561318
2023,9,2,NYISO,448.6518716
2023,9,2,PJM,667.5603313
2023,9,2,SPP,630.3959863
2023,9,3,CAISO,485.1227214
2023,9,3,ERCOT,579.0501552
2023,9,3,ISONE,429.1522902
2023,9,3,MISO,564.9703681
2023,9,3,NYISO,534.9659741
2023,9,3,PJM,549.9988515
2023,9,3,SPP,611.2783155
2023,9,4,CAISO,469.5971942
2023,9,4,ERCOT,515.4240307
2023,9,4,ISONE,413.8543853
2023,9,4,MISO,678.8589447
2023,9,4,NYISO,501.3934802
2023,9,4,PJM,558.0491834
2023,9,4,SPP,619.6434255
2023,9,5,CAISO,459.2322675
2023,9,5,ERCOT,534.3481313
2023,9,5,ISONE,328.7073158
2023,9,5,MISO,677.4685273
2023,9,5,NYISO,390.5236106
2023,9,5,PJM,519.1195214
2023,9,5,SPP,585.8833974
2023,9,6,CAISO,398.1584712
2023,9,6,ERCOT,633.0061347
2023,9,6,ISONE,346.1919319
2023,9,6,MISO,426.1341411
2023,9,6,NYISO,474.5796689
2023,9,6,PJM,444.6374275
2023,9,6,SPP,536.5376153
2023,9,7,CAISO,356.0376672
2023,9,7,ERCOT,555.4640654
2023,9,7,ISONE,374.4780369
2023,9,7,MISO,633.4490373
2023,9,7,NYISO,386.2362898
2023,9,7,PJM,443.9434935
2023,9,7,SPP,687.2589218
2023,9,8,CAISO,360.3041724
2023,9,8,ERCOT,549.5724465
2023,9,8,ISONE,374.8074546
2023,9,8,MISO,529.5232701
2023,9,8,NYISO,390.530079
2023,9,8,PJM,388.9340685
2023,9,8,SPP,695.7526887
2023,9,9,CAISO,380.7398163
2023,9,9,ERCOT,557.0915073
2023,9,9,ISONE,437.6864323
2023,9,9,MISO,655.6288461
2023,9,9,NYISO,415.2293171
2023,9,9,PJM,489.7811874
2023,9,9,SPP,730.1561415
2023,9,10,CAISO,377.222957
2023,9,10,ERCOT,546.3498921
2023,9,10,ISONE,384.7827816
2023,9,10,MISO,724.6991928
2023,9,10,NYISO,403.5015588
2023,9,10,PJM,526.02541
2023,9,10,SPP,664.2098405
2023,9,11,CAISO,335.2871376
2023,9,11,ERCOT,568.3528964
2023,9,11,ISONE,375.2217659
2023,9,11,MISO,646.6050592
2023,9,11,NYISO,404.6606494
2023,9,11,PJM,555.181142
2023,9,11,SPP,692.6677052
2023,9,12,CAISO,344.8586265
2023,9,12,ERCOT,650.0976761
2023,9,12,ISONE,414.30695
2023,9,12,MISO,621.5260586
2023,9,12,NYISO,449.6856193
2023,9,12,PJM,527.3845922
2023,9,12,SPP,637.4587493
2023,9,13,CAISO,360.6639635
2023,9,13,ERCOT,553.4383237
2023,9,13,ISONE,403.9188235
2023,9,13,MISO,457.6504122
2023,9,13,NYISO,433.47411
2023,9,13,PJM,411.883958
2023,9,13,SPP,508.8846678
2023,9,14,CAISO,321.4009295
2023,9,14,ERCOT,569.5539194
2023,9,14,ISONE,391.7793907
2023,9,14,MISO,540.9907239
2023,9,14,NYISO,420.6869221
2023,9,14,PJM,470.6359234
2023,9,14,SPP,610.1796776
2023,9,15,CAISO,407.7410394
2023,9,15,ERCOT,597.4130981
2023,9,15,ISONE,401.2822627
2023,9,15,MISO,723.040755
2023,9,15,NYISO,456.0808504
2023,9,15,PJM,598.2585495
2023,9,15,SPP,656.4250466
2023,9,16,CAISO,338.6679367
2023,9,16,ERCOT,601.6392745
2023,9,16,ISONE,426.1640601
2023,9,16,MISO,689.9314547
2023,9,16,NYISO,451.6986747
2023,9,16,PJM,555.8257787
2023,9,16,SPP,669.4189114
2023,9,17,CAISO,382.1403021
2023,9,17,ERCOT,509.7295292
2023,9,17,ISONE,419.3523328
2023,9,17,MISO,699.2463928
2023,9,17,NYISO,517.3808744
2023,9,17,PJM,631.1051363
2023,9,17,SPP,692.5915735
2023,9,18,CAISO,324.9567879
2023,9,18,ERCOT,526.9331568
2023,9,18,ISONE,420.9423076
2023,9,18,MISO,729.9305355
2023,9,18,NYISO,410.9673557
2023,9,18,PJM,619.860669
2023,9,18,SPP,674.8357362
2023,9,19,CAISO,309.0489732
2023,9,19,ERCOT,542.3012255
2023,9,19,ISONE,395.1425596
2023,9,19,MISO,641.1108002
2023,9,19,NYISO,497.3990999
2023,9,19,PJM,570.6260972
2023,9,19,SPP,670.0061398
2023,9,20,CAISO,389.9776373
2023,9,20,ERCOT,562.454491
2023,9,20,ISONE,397.0206484
2023,9,20,MISO,684.6696654
2023,9,20,NYISO,429.2041769
2023,9,20,PJM,542.7302196
2023,9,20,SPP,650.4064676
2023,9,21,CAISO,393.9966024
2023,9,21,ERCOT,543.8950022
2023,9,21,ISONE,393.7483868
2023,9,21,MISO,668.8217061
2023,9,21,NYISO,473.059846
2023,9,21,PJM,628.3531962
2023,9,21,SPP,657.5566792
2023,9,22,CAISO,318.6843624
2023,9,22,ERCOT,493.4913957
2023,9,22,ISONE,400.8225122
2023,9,22,MISO,679.3911505
2023,9,22,NYISO,490.1019014
2023,9,22,PJM,602.557369
2023,9,22,SPP,619.3994736
2023,9,23,CAISO,347.9727954
2023,9,23,ERCOT,536.4898761
2023,9,23,ISONE,458.0180692
2023,9,23,MISO,692.410899
2023,9,23,NYISO,411.3532912
2023,9,23,PJM,607.3457721
2023,9,23,SPP,674.7382502
2023,10,0,CAISO,355.08872
2023,10,0,ERCOT,628.3449228
2023,10,0,ISONE,487.3522217
2023,10,0,MISO,709.2296869
2023,10,0,NYISO,457.9136908
2023,10,0,PJM,692.5245586
2023,10,0,SPP,691.2057096
2023,10,1,CAISO,363.3020682
2023,10,1,ERCOT,631.3519683
2023,10,1,ISONE,451.3822123
2023,10,1,MISO,664.6437351
2023,10,1,NYISO,478.993454
2023,10,1,PJM,564.3897775
2023,10,1,SPP,678.4989983
2023,10,2,CAISO,476.7652813
2023,10,2,ERCOT,576.4150165
2023,10,2,ISONE,371.3062891
2023,10,2,MISO,619.4223634
2023,10,2,NYISO,432.8006904
2023,10,2,PJM,546.4073665
2023,10,2,SPP,658.0363244
2023,10,3,CAISO,440.4166001
2023,10,3,ERCOT,480.0691263
2023,10,3,ISONE,347.7664052
2023,10,3,MISO,705.4805942
2023,10,3,NYISO,477.7647053
2023,10,3,PJM,615.9640582
2023,10,3,SPP,610.8695908
2023,10,4,CAISO,473.4042508
2023,10,4,ERCOT,473.7553644
2023,10,4,ISONE,334.3545373
2023,10,4,MISO,546.11414
2023,10,4,NYISO,387.6791832
2023,10,4,PJM,559.2591801
2023,10,4,SPP,703.6645184
2023,10,5,CAISO,475.2305029
2023,10,5,ERCOT,533.512219
2023,10,5,ISONE,325.4336082
2023,10,5,MISO,621.3796354
2023,10,5,NYISO,347.3194452
2023,10,5,PJM,530.5700694
2023,10,5,SPP,621.7498681
2023,10,6,CAISO,382.7878741
2023,10,6,ERCOT,537.2526454
2023,10,6,ISONE,393.4789879
2023,10,6,MISO,593.1978387
2023,10,6,NYISO,396.9905357
2023,10,6,PJM,595.51419
2023,10,6,SPP,574.7637183
2023,10,7,CAISO,364.3554855
2023,10,7,ERCOT,557.1931972
2023,10,7,ISONE,405.0670621
2023,10,7,MISO,697.9628453
2023,10,7,NYISO,384.1699668
2023,10,7,PJM,463.1676071
2023,10,7,SPP,684.0498712
2023,10,8,CAISO,343.9383499
2023,10,8,ERCOT,551.8726556
2023,10,8,ISONE,384.9180542
2023,10,8,MISO,639.8773479
2023,10,8,NYISO,410.9254592
2023,10,8,PJM,493.7272683
2023,10,8,SPP,677.7421292
2023,10,9,CAISO,370.9848834
2023,10,9,ERCOT,519.3075884
2023,10,9,ISONE,357.8308185
2023,10,9,MISO,550.7223891
2023,10,9,NYISO,345.69084
2023,10,9,PJM,550.9647791
2023,10,9,SPP,659.2922773
2023,10,10,CAISO,352.7591373
2023,10,10,ERCOT,588.7575006
2023,10,10,ISONE,352.0912893
2023,10,10,MISO,602.6712406
2023,10,10,NYISO,371.6081983
2023,10,10,PJM,520.4586769
2023,10,10,SPP,594.4492869
2023,10,11,CAISO,359.863389
2023,10,11,ERCOT,587.605041
2023,10,11,ISONE,332.0934277
2023,10,11,MISO,692.8738582
2023,10,11,NYISO,442.8486089
2023,10,11,PJM,550.3606769
2023,10,11,SPP,720.2169259
2023,10,12,CAISO,326.6281998
2023,10,12,ERCOT,579.4332451
2023,10,12,ISONE,362.0978708
2023,10,12,MISO,667.5992874
2023,10,12,NYISO,452.8924253
2023,10,12,PJM,582.3949175
2023,10,12,SPP,727.3979955
2023,10,13,CAISO,353.7178339
2023,10,13,ERCOT,566.3010945
2023,10,13,ISONE,402.0062552
2023,10,13,MISO,677.035949
2023,10,13,NYISO,445.0430962
2023,10,13,PJM,566.7458136
2023,10,13,SPP,588.5218446
2023,10,14,CAISO,335.8821737
2023,10,14,ERCOT,524.2996664
2023,10,14,ISONE,380.3592198
2023,10,14,MISO,612.92766
2023,10,14,NYISO,445.2414093
2023,10,14,PJM,574.3685759
2023,10,14,SPP,633.9973446
2023,10,15,CAISO,402.4976792
2023,10,15,ERCOT,586.6532731
2023,10,15,ISONE,399.6897094
2023,10,15,MISO,622.7218579
2023,10,15,NYISO,464.7525992
2023,10,15,PJM,548.7903195
2023,10,15,SPP,668.4570196
2023,10,16,CAISO,353.7994277
2023,10,16,ERCOT,550.0826531
2023,10,16,ISONE,373.9167235
2023,10,16,MISO,673.3318988
2023,10,16,NYISO,510.6916483
2023,10,16,PJM,611.1032247
2023,10,16,SPP,670.5831724
2023,10,17,CAISO,415.2689055
2023,10,17,ERCOT,542.3444953
2023,10,17,ISONE,400.9961607
2023,10,17,MISO,727.0607742
2023,10,17,NYISO,468.241978
2023,10,17,PJM,615.6883864
2023,10,17,SPP,726.5511106
2023,10,18,CAISO,319.8006826
2023,10,18,ERCOT,528.706136
2023,10,18,ISONE,368.5099398
2023,10,18,MISO,690.792583
2023,10,18,NYISO,424.1422274
2023,10,18,PJM,599.7202334
2023,10,18,SPP,655.2769339
2023,10,19,CAISO,349.6156224
2023,10,19,ERCOT,516.4234052
2023,10,19,ISONE,345.2776367
2023,10,19,MISO,656.7721141
2023,10,19,NYISO,368.5532339
2023,10,19,PJM,578.7890506
2023,10,19,SPP,698.6317823
2023,10,20,CAISO,349.1633636
2023,10,20,ERCOT,522.4025798
2023,10,20,ISONE,379.4842518
2023,10,20,MISO,697.4729673
2023,10,20,NYISO,459.655134
2023,10,20,PJM,589.5059486
2023,10,20,SPP,626.3785518
2023,10,21,CAISO,353.4827661
2023,10,21,ERCOT,533.3596396
2023,10,21,ISONE,384.2515349
2023,10,21,MISO,689.6305106
2023,10,21,NYISO,496.796274
2023,10,21,PJM,461.8234004
2023,10,21,SPP,664.5536116
2023,10,22,CAISO,396.4716628
2023,10,22,ERCOT,504.8303811
2023,10,22,ISONE,287.6949092
2023,10,22,MISO,704.1271673
2023,10,22,NYISO,476.8000763
2023,10,22,PJM,534.2855138
2023,10,22,SPP,670.7347098
2023,10,23,CAISO,318.9188988
2023,10,23,ERCOT,551.0247698
2023,10,23,ISONE,446.8924679
2023,10,23,MISO,704.3159445
2023,10,23,NYISO,400.5574612
2023,10,23,PJM,578.2402925
2023,10,23,SPP,672.6386591
2023,11,0,CAISO,376.1994576
2023,11,0,ERCOT,614.9863589
2023,11,0,ISONE,413.8118102
2023,11,0,MISO,697.5689674
2023,11,0,NYISO,352.2881282
2023,11,0,PJM,569.9367099
2023,11,0,SPP,682.1589507
2023,11,1,CAISO,454.1016781
2023,11,1,ERCOT,642.8775184
2023,11,1,ISONE,448.5824732
2023,11,1,MISO,622.856483
2023,11,1,NYISO,456.950531
2023,11,1,PJM,480.0519926
2023,11,1,SPP,709.5761389
2023,11,2,CAISO,467.8313658
2023,11,2,ERCOT,568.0772026
2023,11,2,ISONE,337.2794052
2023,11,2,MISO,699.0306686
2023,11,2,NYISO,395.135338
2023,11,2,PJM,551.3417084
2023,11,2,SPP,679.3142445
2023,11,3,CAISO,400.4114906
2023,11,3,ERCOT,646.8091116
2023,11,3,ISONE,352.9056062
2023,11,3,MISO,690.8670577
2023,11,3,NYISO,414.4547706
2023,11,3,PJM,514.4928322
2023,11,3,SPP,659.5711631
2023,11,4,CAISO,421.7121416
2023,11,4,ERCOT,582.7920797
2023,11,4,ISONE,353.2958313
2023,11,4,MISO,624.0932505
2023,11,4,NYISO,485.3699103
2023,11,4,PJM,480.505596
2023,11,4,SPP,609.2541031
2023,11,5,CAISO,337.1851177
2023,11,5,ERCOT,495.4756706
2023,11,5,ISONE,377.5538127
2023,11,5,MISO,606.1646862
2023,11,5,NYISO,310.8287142
2023,11,5,PJM,482.8433313
2023,11,5,SPP,599.1506672
2023,11,6,CAISO,414.2769821
2023,11,6,ERCOT,549.4028381
2023,11,6,ISONE,333.9787633
2023,11,6,MISO,599.4351818
2023,11,6,NYISO,375.7087401
2023,11,6,PJM,402.5349226
2023,11,6,SPP,648.279143
2023,11,7,CAISO,323.4327978
2023,11,7,ERCOT,536.7773043
2023,11,7,ISONE,327.3351856
2023,11,7,MISO,543.9395279
2023,11,7,NYISO,385.8623057
2023,11,7,PJM,490.3961347
2023,11,7,SPP,635.1651175
2023,11,8,CAISO,405.6206789
2023,11,8,ERCOT,523.9318107
2023,11,8,ISONE,344.9470246
2023,11,8,MISO,591.0783534
2023,11,8,NYISO,416.9014453
2023,11,8,PJM,433.3853376
2023,11,8,SPP,656.0492504
2023,11,9,CAISO,358.0099097
2023,11,9,ERCOT,566.1982485
2023,11,9,ISONE,424.1099203
2023,11,9,MISO,581.0077432
2023,11,9,NYISO,340.8418595
2023,11,9,PJM,549.5801307
2023,11,9,SPP,647.5154278
2023,11,10,CAISO,285.3002608
2023,11,10,ERCOT,538.1506755
2023,11,10,ISONE,408.4728525
2023,11,10,MISO,566.5163309
2023,11,10,NYISO,413.1534216
2023,11,10,PJM,562.8944643
2023,11,10,SPP,594.5839039
2023,11,11,CAISO,320.5023064
2023,11,11,ERCOT,576.0419486
2023,11,11,ISONE,327.2628866
2023,11,11,MISO,544.2871508
2023,11,11,NYISO,398.3636613
2023,11,11,PJM,515.6458705
2023,11,11,SPP,623.8878058
2023,11,12,CAISO,326.0431565
2023,11,12,ERCOT,580.3395431
2023,11,12,ISONE,237.0008864
2023,11,12,MISO,631.5900751
2023,11,12,NYISO,448.1955793
2023,11,12,PJM,623.1191008
2023,11,12,SPP,642.3506617
2023,11,13,CAISO,393.8517434
2023,11,13,ERCOT,559.8280661
2023,11,13,ISONE,386.5948984
2023,11,13,MISO,630.4867853
2023,11,13,NYISO,419.3648705
2023,11,13,PJM,551.0222318
2023,11,13,SPP,689.319092
2023,11,14,CAISO,439.541193
2023,11,14,ERCOT,612.9827798
2023,11,14,ISONE,357.9444195
2023,11,14,MISO,657.5451911
2023,11,14,NYISO,405.3367413
2023,11,14,PJM,585.901619
2023,11,14,SPP,618.3202782
2023,11,15,CAISO,353.453569
2023,11,15,ERCOT,495.0412217
2023,11,15,ISONE,376.9071697
2023,11,15,MISO,594.1175146
2023,11,15,NYISO,380.876459
2023,11,15,PJM,520.3519321
2023,11,15,SPP,709.9121505
2023,11,16,CAISO,410.0265197
2023,11,16,ERCOT,557.0302571
2023,11,16,ISONE,411.7489299
2023,11,16,MISO,638.0189656
2023,11,16,NYISO,400.7976901
2023,11,16,PJM,528.5297147
2023,11,16,SPP,677.8734789
2023,11,17,CAISO,364.0263803
2023,11,17,ERCOT,562.6574736
2023,11,17,ISONE,378.7813543
2023,11,17,MISO,614.7021918
2023,11,17,NYISO,327.7552875
2023,11,17,PJM,495.5558429
2023,11,17,SPP,652.6986713
2023,11,18,CAISO,356.2529566
2023,11,18,ERCOT,509.1609007
2023,11,18,ISONE,348.7392089
2023,11,18,MISO,622.3363244
2023,11,18,NYISO,359.2534899
2023,11,18,PJM,494.965744
2023,11,18,SPP,647.0472677
2023,11,19,CAISO,351.094251
2023,11,19,ERCOT,506.3507016
2023,11,19,ISONE,390.0740027
2023,11,19,MISO,615.339365
2023,11,19,NYISO,366.7514864
2023,11,19,PJM,438.3243892
2023,11,19,SPP,595.7201527
2023,11,20,CAISO,376.7656018
2023,11,20,ERCOT,519.3321538
2023,11,20,ISONE,356.8860662
2023,11,20,MISO,637.224003
2023,11,20,NYISO,423.1292318
2023,11,20,PJM,467.5224614
2023,11,20,SPP,648.8220184
2023,11,21,CAISO,375.8047036
2023,11,21,ERCOT,539.8048973
2023,11,21,ISONE,384.7648333
2023,11,21,MISO,714.6293786
2023,11,21,NYISO,355.5749385
2023,11,21,PJM,495.0685119
2023,11,21,SPP,608.0733405
2023,11,22,CAISO,404.8656147
2023,11,22,ERCOT,431.3950259
2023,11,22,ISONE,390.4642128
2023,11,22,MISO,595.3051376
2023,11,22,NYISO,352.7512443
2023,11,22,PJM,600.2127354
2023,11,22,SPP,604.7460889
2023,11,23,CAISO,348.8492148
2023,11,23,ERCOT,563.8594304
2023,11,23,ISONE,389.916256
2023,11,23,MISO,696.5337237
2023,11,23,NYISO,437.9850284
2023,11,23,PJM,691.3667786
2023,11,23,SPP,678.649618
2023,12,0,CAISO,363.1632319
2023,12,0,ERCOT,676.6667276
2023,12,0,ISONE,393.0968978
2023,12,0,MISO,704.1816303
2023,12,0,NYISO,362.1451937
2023,12,0,PJM,509.0497057
2023,12,0,SPP,658.7230361
2023,12,1,CAISO,336.0672952
2023,12,1,ERCOT,663.9607375
2023,12,1,ISONE,371.1494304
2023,12,1,MISO,695.1213924
2023,12,1,NYISO,462.2216755
2023,12,1,PJM,506.3448734
2023,12,1,SPP,690.9982393
2023,12,2,CAISO,500.8594517
2023,12,2,ERCOT,550.3673753
2023,12,2,ISONE,407.4862233
2023,12,2,MISO,737.6283775
2023,12,2,NYISO,386.0689536
2023,12,2,PJM,557.3009586
2023,12,2,SPP,618.0491599
2023,12,3,CAISO,396.1643994
2023,12,3,ERCOT,549.5745669
2023,12,3,ISONE,380.4821364
2023,12,3,MISO,706.1071081
2023,12,3,NYISO,388.7918057
2023,12,3,PJM,543.4353015
2023,12,3,SPP,668.9037545
2023,12,4,CAISO,383.3625451
2023,12,4,ERCOT,479.1572724
2023,12,4,ISONE,268.3538773
2023,12,4,MISO,725.1061947
2023,12,4,NYISO,328.9107979
2023,12,4,PJM,581.1874196
2023,12,4,SPP,610.1219871
2023,12,5,CAISO,464.8223159
2023,12,5,ERCOT,420.7635717
2023,12,5,ISONE,324.6989764
2023,12,5,MISO,588.3124287
2023,12,5,NYISO,391.935271
2023,12,5,PJM,529.7801044
2023,12,5,SPP,595.8713307
2023,12,6,CAISO,474.1664471
2023,12,6,ERCOT,586.9450238
2023,12,6,ISONE,348.750964
2023,12,6,MISO,634.5780169
2023,12,6,NYISO,382.208433
2023,12,6,PJM,428.9159509
2023,12,6,SPP,599.4814748
2023,12,7,CAISO,330.0695623
2023,12,7,ERCOT,557.3919348
2023,12,7,ISONE,336.0729113
2023,12,7,MISO,542.3440942
2023,12,7,NYISO,339.1827447
2023,12,7,PJM,416.6489828
2023,12,7,SPP,570.5957676
2023,12,8,CAISO,386.2681377
2023,12,8,ERCOT,576.2028858
2023,12,8,ISONE,361.9768997
2023,12,8,MISO,618.8292341
2023,12,8,NYISO,334.4761347
2023,12,8,PJM,501.2031788
2023,12,8,SPP,628.5965917
2023,12,9,CAISO,351.5280744
2023,12,9,ERCOT,544.1788543
2023,12,9,ISONE,398.1897696
2023,12,9,MISO,609.8295618
2023,12,9,NYISO,329.9777838
2023,12,9,PJM,471.0387826
2023,12,9,SPP,586.8808451
2023,12,10,CAISO,388.0754548
2023,12,10,ERCOT,493.2741819
2023,12,10,ISONE,359.8612409
2023,12,10,MISO,588.9973452
2023,12,10,NYISO,352.7095951
2023,12,10,PJM,578.8028328
2023,12,10,SPP,574.423989
2023,12,11,CAISO,314.5191746
2023,12,11,ERCOT,466.6441829
2023,12,11,ISONE,358.2883818
2023,12,11,MISO,621.3731506
2023,12,11,NYISO,358.2974494
2023,12,11,PJM,554.401961
2023,12,11,SPP,623.9501845
2023,12,12,CAISO,349.5500123
2023,12,12,ERCOT,626.858729
2023,12,12,ISONE,329.8913684
2023,12,12,MISO,683.7655956
2023,12,12,NYISO,415.7911265
2023,12,12,PJM,539.2442536
2023,12,12,SPP,571.5338206
2023,12,13,CAISO,403.716948
2023,12,13,ERCOT,579.6939301
2023,12,13,ISONE,378.6871519
2023,12,13,MISO,666.9691263
2023,12,13,NYISO,392.8555446
2023,12,13,PJM,494.5975726
2023,12,13,SPP,620.6143422
2023,12,14,CAISO,352.8715708
2023,12,14,ERCOT,629.0475294
2023,12,14,ISONE,396.3005662
2023,12,14,MISO,757.7257145
2023,12,14,NYISO,404.6331127
2023,12,14,PJM,580.7526391
2023,12,14,SPP,628.023692
2023,12,15,CAISO,412.2359377
2023,12,15,ERCOT,533.8178828
2023,12,15,ISONE,359.7945079
2023,12,15,MISO,743.877785
2023,12,15,NYISO,368.1705418
2023,12,15,PJM,533.8151084
2023,12,15,SPP,642.6508288
2023,12,16,CAISO,405.6095564
2023,12,16,ERCOT,393.2636281
2023,12,16,ISONE,374.3993753
2023,12,16,MISO,718.0611998
2023,12,16,NYISO,346.553125
2023,12,16,PJM,544.8922972
2023,12,16,SPP,612.951833
2023,12,17,CAISO,344.9712468
2023,12,17,ERCOT,459.0888818
2023,12,17,ISONE,354.0673096
2023,12,17,MISO,657.2090532
2023,12,17,NYISO,387.7739603
2023,12,17,PJM,576.7297562
2023,12,17,SPP,701.1333531
2023,12,18,CAISO,404.9022779
2023,12,18,ERCOT,428.6080199
2023,12,18,ISONE,388.7607087
2023,12,18,MISO,666.3179937
2023,12,18,NYISO,380.9630933
2023,12,18,PJM,534.2228609
2023,12,18,SPP,668.9719088
2023,12,19,CAISO,308.7614901
2023,12,19,ERCOT,373.3884646
2023,12,19,ISONE,352.3097964
2023,12,19,MISO,659.8091104
2023,12,19,NYISO,372.8724563
2023,12,19,PJM,492.9586195
2023,12,19,SPP,701.7163943
2023,12,20,CAISO,306.4727591
2023,12,20,ERCOT,410.9150285
2023,12,20,ISONE,364.5049042
2023,12,20,MISO,674.0180688
2023,12,20,NYISO,382.7833931
2023,12,20,PJM,430.9568598
2023,12,20,SPP,596.9060552
2023,12,21,CAISO,383.744925
2023,12,21,ERCOT,466.4291794
2023,12,21,ISONE,374.1225761
2023,12,21,MISO,712.1444881
2023,12,21,NYISO,384.0960838
2023,12,21,PJM,555.0646119
2023,12,21,SPP,611.3555818
2023,12,22,CAISO,438.8843537
2023,12,22,ERCOT,401.8564062
2023,12,22,ISONE,374.6322416
2023,12,22,MISO,695.3328687
2023,12,22,NYISO,405.8726058
2023,12,22,PJM,520.6198456
2023,12,22,SPP,562.5985388
2023,12,23,CAISO,323.6814528
2023,12,23,ERCOT,521.5430104
2023,12,23,ISONE,336.1596777
2023,12,23,MISO,757.5455553
2023,12,23,NYISO,490.3217801
2023,12,23,PJM,645.4386266
2023,12,23,SPP,582.2160871